clip_name,subject,filename,onset,apex,offset,emotion,frame_folder,depth_folder,fold
spNO.160_h_694,spNO.160,h,694,698,715,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_h_694,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_h_694,2
spNO.160_h_1575,spNO.160,h,1575,1583,1594,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_h_1575,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_h_1575,2
spNO.160_h_2816,spNO.160,h,2816,2824,2837,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_h_2816,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_h_2816,2
spNO.160_i_1270,spNO.160,i,1270,1276,1281,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_1270,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_1270,2
spNO.160_i_1281,spNO.160,i,1281,1286,1298,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_1281,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_1281,2
spNO.160_i_1311,spNO.160,i,1311,1316,1321,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_1311,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_1311,2
spNO.160_i_1418,spNO.160,i,1418,1425,1482,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_1418,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_1418,2
spNO.160_i_1642,spNO.160,i,1642,1649,1685,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_1642,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_1642,2
spNO.160_i_1762,spNO.160,i,1762,1765,1773,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_1762,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_1762,2
spNO.160_i_1874,spNO.160,i,1874,1881,1894,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_1874,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_1874,2
spNO.160_i_1940,spNO.160,i,1940,1948,1955,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_1940,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_1940,2
spNO.160_i_2670,spNO.160,i,2670,2676,2687,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_2670,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_2670,2
spNO.160_i_3174,spNO.160,i,3174,3179,3187,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_3174,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_3174,2
spNO.160_i_3307,spNO.160,i,3307,3314,3329,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_3307,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_3307,2
spNO.160_i_3403,spNO.160,i,3403,3409,3418,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_3403,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_3403,2
spNO.160_i_3674,spNO.160,i,3674,3680,3695,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_3674,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_3674,2
spNO.160_i_3733,spNO.160,i,3733,3741,3756,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_3733,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_3733,2
spNO.160_i_3770,spNO.160,i,3770,3776,3788,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_3770,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_3770,2
spNO.160_i_3985,spNO.160,i,3985,3990,3997,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_3985,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_3985,2
spNO.160_i_4160,spNO.160,i,4160,4168,4175,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_4160,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_4160,2
spNO.160_j_1623,spNO.160,j,1623,1627,1634,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_j_1623,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_j_1623,2
spNO.160_k_2426,spNO.160,k,2426,2433,2450,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_k_2426,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_k_2426,2
spNO.160_k_2754,spNO.160,k,2754,2760,2774,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_k_2754,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_k_2754,2
spNO.160_l_79,spNO.160,l,79,85,93,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_l_79,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_l_79,2
spNO.160_l_1091,spNO.160,l,1091,1099,1111,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_l_1091,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_l_1091,2
spNO.160_l_1278,spNO.160,l,1278,1284,1291,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_l_1278,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_l_1278,2
spNO.160_m_36,spNO.160,m,36,43,49,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_m_36,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_m_36,2
spNO.160_m_1261,spNO.160,m,1261,1267,1282,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_m_1261,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_m_1261,2
spNO.160_m_1286,spNO.160,m,1286,1294,1302,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_m_1286,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_m_1286,2
spNO.161_f_1572,spNO.161,f,1572,1579,1599,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.161_f_1572,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.161_f_1572,0
spNO.162_b_1056,spNO.162,b,1056,1060,1067,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.162_b_1056,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.162_b_1056,1
spNO.162_c_3059,spNO.162,c,3059,3067,3077,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.162_c_3059,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.162_c_3059,1
spNO.162_d_26,spNO.162,d,26,33,49,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.162_d_26,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.162_d_26,1
spNO.162_i_1663,spNO.162,i,1663,1666,1673,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.162_i_1663,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.162_i_1663,1
spNO.162_i_3898,spNO.162,i,3898,3900,3932,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.162_i_3898,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.162_i_3898,1
spNO.162_i_4008,spNO.162,i,4008,4010,4016,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.162_i_4008,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.162_i_4008,1
spNO.162_i_4177,spNO.162,i,4177,4184,4192,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.162_i_4177,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.162_i_4177,1
spNO.162_m_191,spNO.162,m,191,197,206,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.162_m_191,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.162_m_191,1
spNO.163_e_600,spNO.163,e,600,607,618,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.163_e_600,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.163_e_600,3
spNO.165_a_728,spNO.165,a,728,736,790,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.165_a_728,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.165_a_728,3
spNO.165_b_31,spNO.165,b,31,38,52,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.165_b_31,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.165_b_31,3
spNO.165_c_447,spNO.165,c,447,453,462,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.165_c_447,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.165_c_447,3
spNO.165_c_945,spNO.165,c,945,949,954,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.165_c_945,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.165_c_945,3
spNO.165_e_7,spNO.165,e,7,11,19,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.165_e_7,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.165_e_7,3
spNO.165_f_2090,spNO.165,f,2090,2095,2102,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.165_f_2090,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.165_f_2090,3
spNO.165_f_2154,spNO.165,f,2154,2160,2313,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.165_f_2154,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.165_f_2154,3
spNO.165_g_2539,spNO.165,g,2539,2542,2549,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.165_g_2539,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.165_g_2539,3
spNO.165_j_78,spNO.165,j,78,86,116,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.165_j_78,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.165_j_78,3
spNO.165_k_2024,spNO.165,k,2024,2031,2039,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.165_k_2024,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.165_k_2024,3
spNO.166_b_68,spNO.166,b,68,74,326,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.166_b_68,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.166_b_68,2
spNO.166_b_834,spNO.166,b,834,837,861,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.166_b_834,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.166_b_834,2
spNO.166_i_3479,spNO.166,i,3479,3486,3560,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.166_i_3479,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.166_i_3479,2
spNO.166_l_2573,spNO.166,l,2573,2579,2628,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.166_l_2573,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.166_l_2573,2
spNO.167_h_85,spNO.167,h,85,92,103,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.167_h_85,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.167_h_85,4
spNO.167_j_69,spNO.167,j,69,76,84,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.167_j_69,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.167_j_69,4
spNO.167_j_418,spNO.167,j,418,422,437,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.167_j_418,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.167_j_418,4
spNO.167_j_1692,spNO.167,j,1692,1697,1705,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.167_j_1692,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.167_j_1692,4
spNO.168_a_4,spNO.168,a,4,4,34,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.168_a_4,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.168_a_4,2
spNO.169_a_8,spNO.169,a,8,8,61,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.169_a_8,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.169_a_8,0
spNO.169_b_91,spNO.169,b,91,99,188,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.169_b_91,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.169_b_91,0
spNO.169_b_819,spNO.169,b,819,827,868,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.169_b_819,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.169_b_819,0
spNO.169_c_4,spNO.169,c,4,4,73,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.169_c_4,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.169_c_4,0
spNO.169_c_149,spNO.169,c,149,156,188,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.169_c_149,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.169_c_149,0
spNO.169_c_2049,spNO.169,c,2049,2053,2065,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.169_c_2049,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.169_c_2049,0
spNO.169_c_2297,spNO.169,c,2297,2305,2319,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.169_c_2297,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.169_c_2297,0
spNO.169_d_747,spNO.169,d,747,751,774,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.169_d_747,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.169_d_747,0
spNO.169_d_3115,spNO.169,d,3115,3122,3165,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.169_d_3115,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.169_d_3115,0
spNO.169_h_1322,spNO.169,h,1322,1328,1363,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.169_h_1322,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.169_h_1322,0
spNO.169_i_379,spNO.169,i,379,384,388,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.169_i_379,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.169_i_379,0
spNO.169_i_1088,spNO.169,i,1088,1093,1104,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.169_i_1088,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.169_i_1088,0
spNO.169_i_1647,spNO.169,i,1647,1653,1665,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.169_i_1647,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.169_i_1647,0
spNO.169_j_123,spNO.169,j,123,129,192,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.169_j_123,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.169_j_123,0
spNO.169_k_1782,spNO.169,k,1782,1790,1816,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.169_k_1782,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.169_k_1782,0
spNO.169_l_1424,spNO.169,l,1424,1429,1487,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.169_l_1424,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.169_l_1424,0
spNO.169_l_3285,spNO.169,l,3285,3293,3303,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.169_l_3285,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.169_l_3285,0
spNO.169_m_817,spNO.169,m,817,825,846,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.169_m_817,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.169_m_817,0
spNO.169_m_1589,spNO.169,m,1589,1594,1616,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.169_m_1589,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.169_m_1589,0
spNO.17_a_127,spNO.17,a,127,135,175,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.17_a_127,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.17_a_127,2
spNO.17_m_959,spNO.17,m,959,966,974,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.17_m_959,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.17_m_959,2
spNO.17_m_1128,spNO.17,m,1128,1136,1140,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.17_m_1128,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.17_m_1128,2
spNO.170_k_868,spNO.170,k,868,874,878,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.170_k_868,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.170_k_868,1
spNO.170_m_2593,spNO.170,m,2593,2601,2641,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.170_m_2593,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.170_m_2593,1
spNO.171_a_226,spNO.171,a,226,230,234,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_a_226,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_a_226,4
spNO.171_b_138,spNO.171,b,138,146,193,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_b_138,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_b_138,4
spNO.171_c_810,spNO.171,c,810,815,835,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_c_810,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_c_810,4
spNO.171_d_48,spNO.171,d,48,56,63,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_d_48,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_d_48,4
spNO.171_d_274,spNO.171,d,274,280,304,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_d_274,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_d_274,4
spNO.171_d_542,spNO.171,d,542,548,552,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_d_542,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_d_542,4
spNO.171_d_1666,spNO.171,d,1666,1674,1684,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_d_1666,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_d_1666,4
spNO.171_d_2163,spNO.171,d,2163,2170,2178,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_d_2163,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_d_2163,4
spNO.171_e_2403,spNO.171,e,2403,2407,2441,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_e_2403,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_e_2403,4
spNO.171_e_2825,spNO.171,e,2825,2827,2856,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_e_2825,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_e_2825,4
spNO.171_f_668,spNO.171,f,668,674,705,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_f_668,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_f_668,4
spNO.171_f_2151,spNO.171,f,2151,2158,2201,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_f_2151,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_f_2151,4
spNO.171_g_96,spNO.171,g,96,99,103,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_g_96,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_g_96,4
spNO.171_g_1604,spNO.171,g,1604,1612,1653,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_g_1604,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_g_1604,4
spNO.171_g_1882,spNO.171,g,1882,1886,1892,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_g_1882,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_g_1882,4
spNO.171_g_2298,spNO.171,g,2298,2306,2335,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_g_2298,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_g_2298,4
spNO.171_h_163,spNO.171,h,163,166,173,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_h_163,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_h_163,4
spNO.171_h_1340,spNO.171,h,1340,1347,1363,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_h_1340,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_h_1340,4
spNO.171_h_1890,spNO.171,h,1890,1897,1915,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_h_1890,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_h_1890,4
spNO.171_h_2941,spNO.171,h,2941,2948,2963,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_h_2941,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_h_2941,4
spNO.171_h_3202,spNO.171,h,3202,3208,3236,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_h_3202,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_h_3202,4
spNO.171_l_933,spNO.171,l,933,941,982,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_l_933,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_l_933,4
spNO.171_l_1625,spNO.171,l,1625,1632,1638,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_l_1625,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_l_1625,4
spNO.171_l_1758,spNO.171,l,1758,1763,1769,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_l_1758,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_l_1758,4
spNO.171_l_3553,spNO.171,l,3553,3559,3569,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_l_3553,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_l_3553,4
spNO.171_l_3881,spNO.171,l,3881,3887,3900,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_l_3881,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_l_3881,4
spNO.171_m_8,spNO.171,m,8,12,55,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_m_8,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_m_8,4
spNO.171_m_677,spNO.171,m,677,685,723,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_m_677,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_m_677,4
spNO.171_m_1865,spNO.171,m,1865,1872,1888,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_m_1865,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_m_1865,4
spNO.171_m_2213,spNO.171,m,2213,2221,2256,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_m_2213,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_m_2213,4
spNO.171_m_2469,spNO.171,m,2469,2474,2485,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.171_m_2469,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.171_m_2469,4
