Subject,Filename,clip_name,emotion,fold,Onset,Apex,Offset,frame_dir,depth_dir,AU,Objective class,Duration,frame_count
spNO.182,e,spNO.182_e_2693,others,4,2693,2701,2716,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.182_e_2693,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.182_e_2693,17,VII,23,24
spNO.182,g,spNO.182_g_88,sad,4,88,96,127,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.182_g_88,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.182_g_88,1,V,39,40
spNO.183,j,spNO.183_j_416,happy,0,416,421,438,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.183_j_416,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.183_j_416,24,VII,22,23
spNO.183,m,spNO.183_m_133,anger,0,133,137,148,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.183_m_133,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.183_m_133,1,V,15,16
spNO.184,c,spNO.184_c_466,others,1,466,471,490,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_c_466,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_c_466,24+14,VII,24,25
spNO.184,c,spNO.184_c_682,disgust,1,682,690,698,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_c_682,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_c_682,4,III,16,17
spNO.184,c,spNO.184_c_1296,disgust,1,1296,1300,1318,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_c_1296,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_c_1296,4,III,22,23
spNO.184,c,spNO.184_c_2792,others,1,2792,2799,2813,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_c_2792,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_c_2792,14,VII,21,22
spNO.184,f,spNO.184_f_5,others,1,5,12,23,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_f_5,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_f_5,22,VII,18,19
spNO.184,h,spNO.184_h_1742,disgust,1,1742,1748,1755,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_h_1742,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_h_1742,4,III,13,14
spNO.184,h,spNO.184_h_3411,disgust,1,3411,3414,3417,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_h_3411,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_h_3411,4,III,6,7
spNO.184,h,spNO.184_h_3418,disgust,1,3418,3424,3428,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_h_3418,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_h_3418,4,III,10,11
spNO.184,i,spNO.184_i_8,others,1,8,8,23,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_i_8,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_i_8,18,VII,15,16
spNO.184,i,spNO.184_i_3339,others,1,3339,3347,3354,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_i_3339,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_i_3339,L7,VII,15,16
spNO.184,j,spNO.184_j_227,disgust,1,227,234,241,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_j_227,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_j_227,4,III,14,15
spNO.184,j,spNO.184_j_1324,disgust,1,1324,1330,1343,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_j_1324,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_j_1324,4,III,19,20
spNO.184,j,spNO.184_j_1374,disgust,1,1374,1380,1387,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_j_1374,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_j_1374,4,III,13,14
spNO.184,j,spNO.184_j_1397,disgust,1,1397,1403,1428,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_j_1397,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_j_1397,4,III,31,32
spNO.184,j,spNO.184_j_1917,disgust,1,1917,1925,1976,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_j_1917,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_j_1917,4,III,59,60
spNO.184,k,spNO.184_k_149,disgust,1,149,154,161,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_k_149,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_k_149,4,III,12,13
spNO.184,k,spNO.184_k_1421,disgust,1,1421,1427,1437,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_k_1421,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_k_1421,4,III,16,17
spNO.185,k,spNO.185_k_997,others,0,997,1003,1034,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.185_k_997,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.185_k_997,L7,VII,37,38
spNO.186,c,spNO.186_c_337,surprise,4,337,343,352,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.186_c_337,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.186_c_337,22,VII,15,16
spNO.186,c,spNO.186_c_359,disgust,4,359,365,473,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.186_c_359,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.186_c_359,14,VII,114,115
spNO.186,f,spNO.186_f_448,surprise,4,448,456,502,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.186_f_448,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.186_f_448,1,V,54,55
spNO.186,l,spNO.186_l_3634,disgust,4,3634,3640,3660,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.186_l_3634,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.186_l_3634,4,III,26,27
spNO.186,l,spNO.186_l_3677,disgust,4,3677,3683,3699,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.186_l_3677,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.186_l_3677,4,III,22,23
spNO.187,c,spNO.187_c_2541,others,0,2541,2549,2575,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.187_c_2541,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.187_c_2541,B23,III,34,35
spNO.187,d,spNO.187_d_1802,fear,0,1802,1808,1852,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.187_d_1802,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.187_d_1802,4,III,50,51
spNO.187,i,spNO.187_i_3994,disgust,0,3994,3998,4015,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.187_i_3994,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.187_i_3994,4,III,21,22
spNO.187,l,spNO.187_l_3437,sad,0,3437,3444,3484,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.187_l_3437,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.187_l_3437,B28,VII,47,48
spNO.188,c,spNO.188_c_309,surprise,1,309,317,333,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.188_c_309,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.188_c_309,2+1,II,24,25
spNO.188,e,spNO.188_e_8,surprise,1,8,8,39,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.188_e_8,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.188_e_8,2+1,II,31,32
spNO.188,m,spNO.188_m_1052,disgust,1,1052,1057,1076,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.188_m_1052,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.188_m_1052,4,III,24,25
spNO.189,a,spNO.189_a_467,disgust,1,467,471,474,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_a_467,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_a_467,6+9+4,VII,7,8
spNO.189,d,spNO.189_d_101,fear,1,101,104,107,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_d_101,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_d_101,9+4,IV,6,7
spNO.189,d,spNO.189_d_122,fear,1,122,127,130,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_d_122,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_d_122,9,IV,8,9
spNO.189,e,spNO.189_e_8,others,1,8,8,28,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_e_8,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_e_8,14,VII,20,21
spNO.189,e,spNO.189_e_148,disgust,1,148,153,156,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_e_148,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_e_148,6+9+4,VII,8,9
spNO.189,e,spNO.189_e_1194,disgust,1,1194,1202,1239,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_e_1194,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_e_1194,14+9+4,VII,45,46
spNO.189,e,spNO.189_e_2095,disgust,1,2095,2101,2105,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_e_2095,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_e_2095,9+4,IV,10,11
spNO.189,e,spNO.189_e_2334,disgust,1,2334,2341,2365,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_e_2334,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_e_2334,14,VII,31,32
spNO.189,f,spNO.189_f_7,others,1,7,7,70,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_f_7,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_f_7,14,VII,63,64
spNO.189,f,spNO.189_f_144,fear,1,144,150,208,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_f_144,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_f_144,9+4+14,VII,64,65
spNO.189,f,spNO.189_f_679,fear,1,679,685,695,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_f_679,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_f_679,14+9,VII,16,17
spNO.189,f,spNO.189_f_1387,fear,1,1387,1390,1394,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_f_1387,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_f_1387,9+4,IV,7,8
spNO.189,f,spNO.189_f_1395,fear,1,1395,1403,1423,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_f_1395,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_f_1395,14,VII,28,29
spNO.189,g,spNO.189_g_40,disgust,1,40,44,48,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_g_40,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_g_40,9+4,IV,8,9
spNO.189,g,spNO.189_g_50,disgust,1,50,55,59,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_g_50,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_g_50,9+4,IV,9,10
spNO.189,g,spNO.189_g_367,disgust,1,367,372,376,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_g_367,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_g_367,9+4,IV,9,10
spNO.189,g,spNO.189_g_911,disgust,1,911,915,920,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_g_911,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_g_911,9+4,IV,9,10
spNO.189,g,spNO.189_g_990,disgust,1,990,996,1003,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_g_990,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_g_990,9+10,VII,13,14
spNO.189,g,spNO.189_g_1719,disgust,1,1719,1727,1779,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_g_1719,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_g_1719,4,III,60,61
spNO.189,g,spNO.189_g_1812,disgust,1,1812,1819,1843,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_g_1812,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_g_1812,2+1,II,31,32
spNO.189,g,spNO.189_g_2043,disgust,1,2043,2048,2062,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_g_2043,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_g_2043,4,III,19,20
spNO.189,h,spNO.189_h_37,disgust,1,37,44,66,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_h_37,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_h_37,9,IV,29,30
spNO.189,h,spNO.189_h_77,disgust,1,77,85,95,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_h_77,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_h_77,T18,VII,18,19
spNO.189,h,spNO.189_h_610,disgust,1,610,617,643,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_h_610,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_h_610,14,VII,33,34
spNO.189,h,spNO.189_h_644,disgust,1,644,647,659,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_h_644,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_h_644,9,IV,15,16
spNO.189,h,spNO.189_h_1196,disgust,1,1196,1204,1222,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_h_1196,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_h_1196,9,IV,26,27
spNO.189,h,spNO.189_h_2046,disgust,1,2046,2048,2053,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_h_2046,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_h_2046,9,IV,7,8
spNO.189,h,spNO.189_h_2441,disgust,1,2441,2444,2448,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_h_2441,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_h_2441,9,IV,7,8
spNO.189,h,spNO.189_h_3309,disgust,1,3309,3317,3339,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_h_3309,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_h_3309,T18,VII,30,31
spNO.189,i,spNO.189_i_5,anger,1,5,5,16,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_i_5,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_i_5,14+9+4,VII,11,12
spNO.189,i,spNO.189_i_111,disgust,1,111,116,120,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_i_111,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_i_111,9+4,IV,9,10
spNO.189,i,spNO.189_i_173,disgust,1,173,181,185,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_i_173,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_i_173,9+4,IV,12,13
spNO.189,i,spNO.189_i_271,disgust,1,271,275,280,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_i_271,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_i_271,9+4,IV,9,10
spNO.189,i,spNO.189_i_441,anger,1,441,449,459,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_i_441,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_i_441,L14,VII,18,19
spNO.189,i,spNO.189_i_461,anger,1,461,467,532,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_i_461,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_i_461,14,VII,71,72
spNO.189,j,spNO.189_j_32,disgust,1,32,35,38,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_j_32,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_j_32,9,IV,6,7
spNO.189,j,spNO.189_j_56,happy,1,56,62,65,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_j_56,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_j_56,9,IV,9,10
spNO.189,j,spNO.189_j_166,happy,1,166,168,171,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_j_166,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_j_166,9,IV,5,6
spNO.189,j,spNO.189_j_780,others,1,780,785,809,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_j_780,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_j_780,14,VII,29,30
spNO.189,k,spNO.189_k_25,disgust,1,25,31,35,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_k_25,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_k_25,9,IV,10,11
spNO.189,k,spNO.189_k_287,disgust,1,287,293,297,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_k_287,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_k_287,9+4,IV,10,11
spNO.189,l,spNO.189_l_218,disgust,1,218,221,225,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_l_218,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_l_218,9,IV,7,8
spNO.189,l,spNO.189_l_233,disgust,1,233,240,250,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_l_233,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_l_233,15,V,17,18
spNO.189,l,spNO.189_l_1422,disgust,1,1422,1427,1463,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_l_1422,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_l_1422,14+9,VII,41,42
spNO.189,l,spNO.189_l_2593,disgust,1,2593,2600,2604,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_l_2593,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_l_2593,2+1,II,11,12
spNO.189,m,spNO.189_m_87,disgust,1,87,91,94,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_m_87,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_m_87,9+4,IV,7,8
spNO.189,m,spNO.189_m_94,disgust,1,94,103,107,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_m_94,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_m_94,9+4,IV,13,14
spNO.189,m,spNO.189_m_134,disgust,1,134,137,149,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_m_134,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_m_134,9+4,IV,15,16
spNO.189,m,spNO.189_m_270,anger,1,270,274,340,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_m_270,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_m_270,14+9+4,VII,70,71
spNO.189,m,spNO.189_m_387,disgust,1,387,391,394,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_m_387,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_m_387,4,III,7,8
spNO.189,m,spNO.189_m_551,anger,1,551,559,617,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_m_551,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_m_551,9+4+14,VII,66,67
